TRX_DATE,NET_SALES
12/18/2019,0
12/9/2019,289.95
7/2/2015,129
9/18/2018,0
3/31/2016,399
1/24/2017,529.95
6/21/2019,599.95
9/5/2019,22.95
10/30/2019,299.85
1/20/2016,0
7/19/2018,0
5/4/2015,0
8/7/2017,0
6/17/2019,199.9
7/6/2015,0
9/21/2017,99.95
11/30/2018,95.04
10/15/2019,719.9
9/8/2018,12.95
5/19/2016,12
11/29/2019,579.9
2/23/2017,759.9
8/28/2015,99
2/27/2017,6.95
11/30/2017,0
12/13/2016,1137
6/7/2016,498
3/6/2018,0
1/3/2019,899.9
11/28/2018,149.95
4/11/2019,559.9
10/18/2018,980.41
10/3/2017,0
3/21/2019,15.95
12/15/2015,499
2/25/2019,854.9
5/9/2015,99
3/21/2019,29.95
10/4/2017,649.95
11/15/2018,649.95
1/29/2018,329.95
11/16/2018,99.95
4/18/2017,449.95
2/23/2016,1596
5/18/2016,1347
9/25/2017,649.95
12/10/2015,419
5/16/2015,0
6/8/2015,0
2/9/2017,659.9
7/26/2019,24.95
4/26/2017,449.95
10/16/2017,469.95
12/14/2015,85
10/13/2016,0
7/21/2015,29
3/27/2018,0
8/9/2016,1438
3/21/2016,15
10/13/2016,0
9/26/2019,450.46
3/29/2019,10
4/5/2019,-700
2/1/2018,939.9
4/15/2016,135
8/24/2016,29.97
1/10/2016,-409
4/1/2019,199.9
3/8/2016,0
11/23/2016,549
3/4/2019,529.95
8/2/2019,359.95
3/29/2016,0
11/23/2015,798
4/23/2019,0
11/6/2019,0
12/30/2015,399
10/25/2019,519.95
2/2/2018,149.95
4/10/2018,379.95
6/15/2018,0
10/16/2017,12.95
7/20/2018,19.95
9/4/2015,-600
9/18/2018,329.95
5/14/2017,-299.95
11/22/2016,469
4/26/2018,12.95
10/2/2017,379.95
8/8/2018,-60
5/15/2015,499
9/1/2016,12
5/29/2020,0
11/26/2021,399.95
5/19/2020,-999.9
12/9/2020,0
6/18/2020,-279.95
7/7/2021,299.95
1/18/2021,0
11/26/2021,59.9
3/26/2021,399.95
7/29/2022,-400
7/8/2022,-100
3/15/2023,549.95
6/2/2020,499.95
3/17/2022,17.96
3/20/2023,814.95
4/14/2021,0
6/29/2021,1199.9
10/18/2022,499.95
4/14/2021,154.95
8/9/2021,79.95
1/21/2020,-4.92
2/25/2020,0
7/10/2020,109.9
4/4/2022,45.95
9/26/2022,699.9
11/9/2020,19.95
7/21/2021,0
7/14/2020,-800
2/5/2020,0
4/3/2023,25.9
2/1/2023,49.9
3/4/2022,0
7/27/2021,0
2/16/2022,0
7/21/2021,1599.8
1/5/2022,399.95
8/31/2020,115.95
9/9/2022,549.95
5/16/2022,0
6/9/2021,-999.9
3/13/2022,-379.9
8/26/2020,0
1/17/2023,-299.95
9/14/2020,-379.95
6/20/2022,629.95
12/4/2020,12.95
9/27/2020,0
5/10/2022,0
8/9/2021,0
9/27/2021,599.95
11/7/2020,0
4/15/2022,0
12/17/2021,0
4/10/2022,0
3/14/2022,0
10/23/2020,-215.44
2/24/2022,-189.95
1/15/2020,0
3/1/2021,0
1/6/2021,0
1/14/2021,-319.96
11/7/2022,0
11/22/2020,-246.42
7/21/2021,0
1/29/2023,-899.95
5/8/2022,-649.95
9/7/2020,-619.95
2/6/2020,-349.95
3/28/2021,-29.95
2/28/2021,-149.95
4/6/2021,0
8/23/2019,1299.9
3/14/2019,1799.85
7/24/2019,-1115.91
12/30/2019,399.95
5/8/2019,0
7/10/2016,-658
2/28/2019,289.95
12/6/2017,499.95
11/4/2019,339.95
6/2/2019,-299.95
6/6/2016,6.95
9/27/2019,379.95
9/13/2015,-575.75
12/12/2018,-559.9
12/8/2016,-500
3/10/2019,-249.95
12/10/2019,-200
8/24/2016,0
11/3/2017,6.95
10/4/2016,499
3/4/2016,-347
3/10/2019,-279.95
2/4/2016,0
11/9/2021,1699.45
2/3/2021,529.17
9/29/2020,12267.25
12/6/2022,9644.71
4/8/2021,449.1
5/27/2020,8842.67
8/14/2020,3352.85
10/28/2022,12023.67
1/7/2020,586.11
6/9/2021,1589.35
12/14/2022,134.55
11/30/2020,8194.85
1/4/2021,17030.57
6/21/2021,97.48
9/22/2022,391.69
5/28/2020,2343.81
3/24/2023,1928.19
9/10/2021,8139.38
12/8/2022,4280.76
2/9/2021,3010.83
1/28/2020,611.19
10/18/2022,101.36
3/23/2023,89.85
5/22/2020,4049.55
3/25/2021,807.34
6/4/2021,2826.41
11/12/2020,1873.36
8/26/2021,58.13
3/30/2022,450
1/11/2021,233.1
1/10/2023,629.8
5/5/2022,119.6
11/5/2021,15.95
6/7/2022,293.14
11/16/2021,3359.72
10/4/2021,111.72
5/12/2022,104.65
8/10/2021,0
8/24/2020,5986.71
5/3/2021,289.95
6/26/2020,16438.62
7/14/2022,3779.37
6/25/2020,2789.61
1/5/2022,161.44
8/4/2021,134.95
9/19/2022,44.85
2/21/2020,395.7
1/13/2022,2179.47
4/12/2021,389.85
5/4/2020,639.8
8/19/2022,3349.66
2/27/2023,24738.47
12/1/2020,28445.21
1/31/2023,152.5
3/29/2021,1049.85
6/18/2020,2018.36
10/6/2020,7006.01
9/23/2022,190.08
11/1/2021,799.9
10/15/2022,1393.57
2/12/2020,2399.6
2/21/2022,2173.23
9/22/2021,1226.51
2/9/2021,76.65
6/17/2021,874.91
3/25/2020,199.6
11/22/2022,2776.7
2/15/2023,1060.69
2/28/2020,1890.35
5/11/2020,4729.57
6/14/2022,149.5
2/11/2022,0
1/18/2022,318.9
6/18/2020,2199.44
9/17/2022,0
2/10/2022,512.31
3/29/2023,2149.45
7/22/2021,700.02
9/20/2022,13669.72
3/15/2023,0
4/10/2020,1279.9
1/25/2022,827.71
4/14/2022,0
11/25/2022,9894.18
11/17/2022,15.95
6/25/2020,142.45
11/7/2022,15.95
2/27/2020,11.01
7/16/2020,683.01
9/11/2020,1529.86
6/24/2020,1279.8
1/6/2020,4120.86
1/15/2020,499.95
7/13/2022,1889.85
3/4/2020,989.85
7/6/2022,239.7
7/7/2021,404.4
8/11/2022,12207.8
2/14/2020,0
9/23/2020,12
12/9/2021,239.6
3/24/2020,2309.75
7/10/2020,479.85
10/1/2020,599.9
8/24/2020,4199.65
3/29/2022,19.95
3/9/2023,769.86
3/2/2022,79.8
4/20/2020,7069.35
9/15/2021,349.95
7/22/2021,0
11/22/2020,-379.95
3/2/2020,14.95
3/8/2023,0
1/17/2022,-200
2/4/2021,0
1/2/2022,0
8/23/2021,0
5/15/2020,16.95
12/17/2020,-524.95
6/22/2021,0
12/21/2021,0
12/18/2022,-299.95
8/23/2020,-649.95
10/11/2022,0
12/13/2020,-799.9
12/9/2020,-524.95
8/12/2021,-499.95
5/9/2021,-269.95
8/26/2020,0
12/26/2021,-159.95
3/17/2021,-162.51
4/6/2021,-379.95
8/22/2021,-99.95
1/3/2021,-479.95
5/16/2021,-479.95
11/21/2021,-130.46
2/28/2021,-159.97
10/22/2022,0
6/14/2022,413.11
3/3/2020,649.75
1/17/2020,499.95
1/19/2021,6599.45
9/28/2020,625.95
1/11/2021,0
2/10/2021,1799.8
6/11/2021,0
11/4/2020,149.9
9/25/2021,799.9
9/16/2020,854.91
9/28/2020,599.95
2/11/2021,23.9
6/22/2021,99.95
1/14/2022,29.95
4/12/2021,12.95
3/24/2022,0
5/21/2021,1199.9
4/6/2023,1924.85
3/18/2022,649.95
3/9/2023,0
12/11/2020,17.9
2/5/2022,39.95
11/22/2022,289.95
2/7/2020,0
6/9/2021,999.9
7/14/2022,599.95
1/30/2020,280.46
9/12/2022,0
6/13/2022,0
8/4/2020,4879.45
6/17/2020,91.9
3/6/2023,14.96
8/19/2021,0
9/21/2022,0
11/19/2022,719.85
2/1/2023,-74.99
10/21/2020,1499.85
5/15/2020,36.76
3/5/2022,0
3/16/2020,719.9
6/22/2020,6.95
9/12/2022,0
8/29/2021,150
10/20/2020,384.94
1/29/2021,499.95
9/9/2021,439.95
6/17/2022,1399.8
1/13/2022,12.95
5/31/2022,35.85
12/19/2020,524.95
6/25/2021,19.95
12/13/2022,49.95
4/29/2021,379.95
8/16/2022,664.9
11/11/2021,30.95
1/19/2022,979.76
1/22/2020,329.95
4/22/2022,349.95
8/9/2022,1889.85
10/4/2022,49.94
12/4/2020,74.75
1/9/2023,599.9
12/28/2022,15.95
4/29/2020,0
7/29/2021,-400
7/27/2021,529.95
3/5/2021,379.95
8/27/2020,0
9/26/2021,-17.01
12/22/2020,150.95
9/30/2021,75.03
4/21/2022,12.95
12/2/2022,0
3/5/2020,45.95
11/12/2022,29.95
5/17/2021,-1500
9/2/2020,0
5/18/2022,1109.91
6/24/2022,439.95
6/13/2022,479.95
1/12/2022,0
11/19/2020,349.95
2/11/2020,379.95
3/18/2022,0
8/30/2021,99
5/27/2020,0
7/16/2020,529.95
3/17/2021,31.9
7/14/2020,0
12/15/2022,0
7/8/2020,0
7/29/2020,314.96
5/24/2022,16.95
2/16/2022,0
5/12/2022,704.4
4/27/2021,29.95
10/21/2022,29.95
2/28/2023,0
4/10/2020,499.95
10/21/2021,0
3/4/2020,289.95
1/3/2022,699.9
1/14/2020,19.95
11/25/2022,999.9
9/13/2022,1819.86
10/2/2020,0
10/21/2022,0
2/1/2023,1282.36
8/12/2020,3890.18
2/22/2022,359.96
5/13/2022,579.95
9/7/2021,2339.81
4/30/2021,413.11
9/15/2020,0
3/10/2021,47.8
6/17/2020,959.9
4/30/2020,1.95
6/7/2022,569.86
10/13/2022,19.95
4/15/2021,0
8/26/2022,94.85
9/24/2022,27.96
2/11/2022,69.8
3/9/2020,0
5/3/2022,0
12/21/2020,399.95
2/10/2023,499.95
1/5/2022,1800.71
9/6/2022,29.95
9/2/2022,0
8/3/2022,0
12/6/2022,159.6
5/20/2021,0
9/15/2022,0
12/29/2022,39.42
3/21/2023,1624.85
9/1/2021,449.95
8/10/2021,239.85
1/28/2022,0
9/16/2020,0
8/4/2022,1819.85
2/18/2021,479.95
9/6/2022,0
6/10/2020,999.9
11/29/2021,124.8
3/14/2023,61.95
2/2/2021,1251.9
1/27/2022,39.95
12/16/2021,449.95
5/4/2020,0
7/22/2021,2879.76
12/10/2020,347.85
12/8/2021,0
9/1/2022,8.95
4/29/2022,329.95
1/5/2021,289.9
4/6/2022,74.85
3/5/2020,-70
8/7/2020,329.95
4/21/2021,499.95
12/7/2020,31.9
1/3/2022,0
1/23/2020,74.95
2/8/2022,24.95
2/17/2023,49.95
10/28/2020,289.9
6/9/2020,319.95
10/29/2020,1679.86
3/26/2021,549.95
12/6/2021,0
9/29/2022,399.95
9/22/2021,389.85
4/9/2022,150
11/5/2021,359.95
6/5/2020,449.95
6/16/2021,0
3/22/2023,1649.85
9/2/2021,19.9
10/9/2020,0
10/21/2022,0
3/16/2022,1399.9
2/23/2022,39.9
3/1/2023,0
10/28/2022,0
7/13/2021,399.95
1/14/2022,0
7/27/2020,0
11/19/2021,144.95
9/14/2021,30.95
2/24/2023,0
8/24/2022,0
1/22/2020,19.95
4/16/2021,0
11/1/2021,150
4/3/2023,119.85
5/30/2022,75
6/10/2020,0
12/1/2021,74.95
1/21/2021,529.95
8/13/2020,499.95
11/3/2021,599.95
3/31/2023,-99067.09
8/25/2021,0
7/18/2022,-100
7/5/2021,-439.95
2/2/2023,0
3/15/2023,389.95
12/30/2020,524.95
11/11/2021,0
12/21/2020,-279.95
1/29/2021,599.95
8/24/2020,439.95
11/12/2021,499.95
3/31/2022,29.95
8/5/2022,0
10/25/2021,0
2/8/2022,0
2/16/2020,-329.95
8/16/2021,-664.91
11/22/2020,-799.8
2/26/2023,-599.95
5/20/2022,0
5/31/2020,-25
1/17/2023,-1504.8
9/29/2022,-279.95
12/13/2020,-103.96
5/6/2021,-449.95
3/29/2020,-283.95
7/7/2022,-336.89
10/26/2022,-299.95
4/4/2021,-559.9
12/3/2020,-289.95
12/16/2020,-289.95
10/13/2022,0
5/19/2022,-10.95
2/21/2021,-29.95
1/11/2021,0
3/29/2022,-8.74
11/9/2021,599.95
5/17/2022,1019.9
10/11/2021,54.95
1/18/2022,0
12/14/2020,225
1/27/2021,349.95
7/16/2021,3087.26
1/3/2023,0
8/5/2021,15.95
5/20/2021,399.95
3/7/2023,480.42
4/26/2022,1849.8
12/16/2022,299.95
3/18/2021,0
4/8/2020,18.61
8/18/2022,1889.85
4/19/2021,313.56
1/20/2023,14.95
7/21/2021,1059.9
5/1/2020,359.96
4/21/2021,0
2/28/2022,1199.85
3/11/2021,0
10/27/2022,24.95
1/25/2021,23.9
3/18/2020,449.95
10/27/2022,0
6/21/2022,379.95
3/10/2022,0
5/17/2021,150
7/14/2022,19.95
3/31/2023,0
4/15/2022,99.8
1/28/2020,347.85
1/12/2021,329.85
4/18/2022,12.72
1/3/2021,0
6/18/2021,1799.85
1/25/2022,439.95
9/2/2022,0
3/8/2023,12.95
11/29/2022,0
6/14/2022,-800
7/8/2021,1259.86
2/20/2023,0
11/25/2022,35.85
3/31/2022,499.95
2/21/2022,24.95
11/2/2021,50
7/17/2020,-599.95
11/18/2021,399.95
1/10/2022,0
8/10/2020,449.95
3/14/2022,479.95
2/22/2021,449.95
9/27/2021,-74.95
11/20/2020,0
4/14/2022,399.95
4/7/2022,0
7/1/2020,499.95
11/4/2021,19.95
10/11/2021,549.95
10/28/2022,0
7/12/2022,14.96
3/27/2022,-125.96
1/31/2022,0
11/11/2021,0
6/14/2021,549.95
9/18/2020,15.95
7/2/2021,0
5/14/2021,0
1/14/2021,0
3/1/2023,0
8/25/2022,24.95
10/20/2020,0
10/12/2022,260
4/26/2021,14.95
3/30/2023,559.95
8/10/2022,-35.99
11/10/2020,0
5/21/2021,74.95
1/9/2023,-299.95
3/4/2020,-30.33
11/17/2020,100.46
9/2/2021,-1499.85
2/13/2023,90
4/29/2021,0
3/4/2020,19.95
6/10/2021,649.95
8/1/2022,-300
2/6/2020,0
11/9/2021,0
3/8/2023,0
7/8/2021,0
10/18/2022,0
1/11/2020,0
12/6/2020,-2549.65
9/14/2021,-759.9
2/5/2021,499.95
7/24/2020,499.95
5/6/2020,16.95
8/10/2022,-600
1/21/2021,0
4/28/2020,-1314.85
7/21/2020,599.95
11/5/2020,0
8/28/2020,404
12/14/2021,449.95
11/3/2021,529.95
1/28/2021,0
7/18/2022,-375
8/17/2022,399.95
9/15/2020,-379.95
10/27/2022,0
8/20/2021,149.95
2/16/2023,0
7/29/2020,649.95
2/16/2021,529.95
2/28/2022,29.95
10/28/2021,-549.95
3/8/2021,973.95
1/25/2021,0
6/29/2020,0
1/4/2020,19.95
7/27/2021,0
6/6/2020,0
1/3/2022,-599.95
1/25/2021,0
2/3/2022,0
1/22/2021,0
5/27/2021,0
4/24/2022,0
5/24/2021,0
3/28/2023,-14.95
5/10/2020,-399.95
3/10/2022,0
8/22/2021,-329.95
12/22/2022,-50
1/27/2022,-279.95
5/5/2021,0
3/29/2021,0
7/5/2022,0
3/28/2021,-168.72
4/21/2022,0
1/16/2022,-74.95
11/21/2021,-13.95
8/16/2020,-129.95
10/17/2022,-39.96
10/6/2020,0
9/22/2020,-514.9
12/28/2020,-29.95
5/24/2021,-739.9
3/17/2020,-102.95
6/5/2022,-359.95
6/13/2022,59.85
6/21/2022,2924.71
1/31/2023,4180.76
2/23/2022,74.85
1/14/2022,2939.76
11/5/2020,207.25
8/23/2022,116.21
8/2/2022,155.4
2/3/2023,1774.85
2/1/2023,584.8
6/2/2021,0
11/17/2021,3149.65
8/6/2021,143.53
2/25/2022,369.95
5/17/2022,0
2/24/2020,-3.55E-15
2/14/2022,4168.76
12/14/2020,284.87
8/31/2022,216.78
4/22/2020,15.95
6/28/2022,7499.4
11/9/2021,1959.5
10/25/2021,595.78
9/24/2021,2249.7
1/25/2022,0
12/22/2020,1079.85
3/11/2020,529.95
10/19/2022,799.9
3/13/2023,99.86
3/10/2021,479.95
4/23/2020,0
7/24/2020,3959.45
8/12/2022,1777.37
2/9/2023,2329.61
1/20/2021,1349.85
12/21/2022,3135.56
3/19/2021,2359.76
8/4/2020,274.5
9/19/2022,849.8
4/5/2021,1338.5
8/16/2022,76.65
5/9/2022,450
2/20/2023,64.75
10/28/2022,154.95
7/21/2021,21.19
12/21/2020,981.9
1/27/2020,5426.56
4/14/2020,0
4/15/2022,0
6/11/2020,1009.6
8/5/2021,0
8/26/2021,1399.8
4/6/2022,97.76
12/16/2021,99.8
1/18/2021,50.51
7/11/2022,1741.08
12/23/2020,11.66
11/24/2020,2.84E-14
4/11/2023,280.46
6/29/2020,1936.16
7/8/2022,899.9
5/21/2020,779.85
3/1/2022,4279.47
5/27/2022,0
12/17/2021,1391.86
2/1/2022,2362.16
3/21/2022,7258.9
3/29/2021,567.85
4/8/2022,42.61
12/1/2022,79.95
11/7/2022,47.1
1/21/2022,0
2/6/2020,544.7
3/8/2023,51.8
1/5/2021,2199.75
10/21/2020,375
10/18/2022,1999.8
9/10/2021,47.8
10/18/2022,319.6
1/12/2022,1439.89
8/16/2021,10.95
9/30/2022,719.91
9/17/2021,39.9
10/6/2022,769.95
10/7/2021,58.9
9/3/2021,999.9
4/6/2020,549.95
5/29/2020,0
12/21/2021,799.9
10/28/2021,0
1/14/2020,599.95
5/29/2020,0
9/3/2021,79.8
5/10/2021,93.81
4/15/2021,979.9
6/3/2021,182.78
1/4/2023,121.8
5/5/2020,1017.41
11/1/2021,175.46
4/12/2022,499.95
3/27/2021,40
3/6/2023,799.95
2/17/2021,1399.86
4/29/2021,1999.75
6/1/2021,279.95
10/16/2021,115.96
12/17/2021,1439.85
3/23/2022,19.95
12/2/2022,401.85
3/14/2023,204.96
3/24/2021,449.95
12/14/2020,739.98
8/14/2020,0
1/15/2021,99.95
3/11/2021,1079.9
5/19/2021,0
4/21/2022,44.92
12/12/2020,0
12/28/2022,699.9
4/7/2023,1574.9
5/19/2021,1459.85
10/23/2020,35.91
10/28/2022,2099.7
7/29/2022,599.9
12/1/2022,1150.86
12/16/2020,34.95
3/5/2020,434.85
4/16/2021,242.9
11/16/2021,449.95
11/30/2021,524.95
11/4/2022,349.95
2/21/2023,149.9
8/3/2020,0
7/14/2020,0
2/15/2023,36.91
2/9/2023,509.95
6/14/2021,1349.85
10/4/2022,0
6/14/2022,0
11/25/2020,1479.8
2/11/2022,733.8
1/1/2021,150
7/1/2020,309.9
9/14/2021,31.46
6/8/2021,759.9
2/23/2021,1799.8
9/17/2022,359.95
1/2/2020,559.9
11/10/2020,1119.86
6/18/2020,0
4/5/2023,0
3/1/2021,449.95
2/1/2023,349.95
4/21/2021,739.9
2/28/2022,59.85
4/26/2021,12.95
3/9/2020,0
7/6/2021,19.95
5/19/2021,0
12/15/2020,0
12/29/2022,359.95
7/29/2020,0
10/20/2022,479.95
9/2/2021,0
1/22/2020,1059.9
12/27/2021,329.95
5/26/2021,379.95
2/19/2021,0
1/28/2022,499.95
6/4/2021,115.95
4/10/2023,0
11/23/2021,14.96
1/12/2022,19.95
5/1/2020,39.9
10/1/2021,30
8/19/2020,-1200
3/8/2022,999.9
5/1/2020,1499.85
4/8/2020,519.95
11/15/2022,0
6/14/2021,19.95
12/13/2022,19.95
10/29/2021,18.69
3/24/2021,21.9
6/7/2021,0
3/19/2021,-800
2/15/2023,24.35
2/18/2022,449.95
3/3/2020,1239.9
6/10/2022,286.66
11/16/2022,0
2/11/2021,74.95
5/10/2021,45.9
6/22/2022,0
11/23/2022,0
4/15/2020,1399.8
8/25/2021,539.96
8/20/2020,399.8
6/24/2021,14.95
11/25/2022,0
3/24/2022,28.33
12/1/2021,14.95
6/24/2020,399.95
5/3/2022,449.95
9/16/2022,45.95
4/13/2021,259.9
12/9/2020,0
5/24/2022,29.95
7/19/2021,0
7/27/2021,0
3/22/2023,0
1/14/2021,-419.96
3/24/2021,0
8/4/2021,-200
8/19/2022,-300
1/7/2020,74.85
8/24/2022,0
1/16/2022,0
6/20/2022,0
1/12/2021,-944.91
5/2/2021,0
4/3/2022,-10.95
2/12/2021,-82.68
4/5/2021,379.95
9/17/2020,289.95
3/15/2022,1299.9
9/5/2022,-649.95
10/7/2020,-695
11/15/2022,0
2/11/2021,0
1/3/2021,-899.9
4/6/2020,0
4/30/2021,12.95
4/6/2020,-800
7/13/2022,559.95
5/19/2020,549.95
8/10/2020,549.95
8/18/2021,54.95
7/5/2022,39.95
9/21/2020,0
6/2/2020,99.95
5/31/2020,0
3/24/2021,-379.95
3/27/2022,-289.95
2/10/2020,0
8/17/2022,479.95
3/2/2020,12.95
2/25/2022,0
1/8/2021,-244.54
11/28/2021,-359.95
10/7/2020,0
9/19/2022,0
3/22/2020,-129.95
12/10/2020,0
5/1/2022,-579.9
1/26/2021,0
1/4/2023,-284.54
7/7/2022,-599.95
8/25/2020,0
9/10/2021,0
5/25/2022,-29.95
5/5/2020,0
6/7/2020,-139.95
1/14/2021,-332.89
9/9/2021,0
10/18/2020,-379.95
2/1/2021,-289.95
3/5/2021,0
5/31/2020,-289.95
9/23/2020,-379.95
5/26/2015,5796
5/20/2015,48
9/5/2019,15143.76
7/6/2016,1262
6/25/2016,420
9/30/2016,747
5/10/2017,10758.65
8/7/2015,1837
7/21/2016,747
4/28/2015,798
3/7/2017,2223.34
2/14/2017,2518.25
4/18/2019,253.21
10/5/2017,16727.04
11/12/2015,1716
6/17/2016,552.56
8/24/2017,39.9
9/24/2018,28.4
9/16/2015,55.6
12/4/2015,718
7/28/2017,897.7
12/9/2017,1219.6
1/26/2016,18694
4/7/2015,793
3/1/2017,10289.6
3/8/2016,0
4/28/2015,0
8/9/2016,327
9/22/2016,1041
5/23/2018,804.7
5/11/2018,1999.75
2/27/2018,3489.58
11/22/2017,246.05
9/12/2019,4489.61
1/14/2016,0
6/9/2016,40
5/6/2017,2602.8
12/16/2016,3839
2/17/2016,3415.25
7/27/2015,1490
10/29/2016,1017
12/15/2016,6911.15
7/2/2018,349
5/15/2018,2903.56
2/24/2016,894
12/11/2018,26075.35
12/14/2017,402.16
3/20/2019,3969.3
4/1/2016,658
9/7/2017,7799.35
5/18/2018,1649.85
11/16/2017,15.25
7/6/2016,630
4/17/2018,2144.8
8/22/2019,9676.86
11/12/2019,210.51
10/5/2018,113.88
12/2/2016,549
2/5/2016,15
8/16/2018,238.95
8/13/2016,1409
4/12/2019,1199.9
8/4/2015,12
2/2/2016,2230
5/2/2017,114.75
6/29/2016,37964
1/18/2019,323.79
8/28/2019,1589.25
11/11/2016,396
5/8/2017,599.9
9/14/2019,733.71
9/17/2019,1139.85
1/10/2019,2266.74
10/5/2017,99.5
6/20/2018,153.3
6/26/2018,105.65
10/23/2015,3704.5
4/10/2017,3004.55
5/16/2017,231.8
12/7/2018,15138.62
6/22/2017,16269.29
4/23/2018,1399.8
11/12/2019,0
1/23/2019,1330.64
11/12/2018,870.72
5/6/2016,228
8/19/2015,1198
5/15/2019,449.95
4/1/2017,319.9
10/11/2018,529.95
3/11/2019,1039.42
10/4/2017,499.9
8/23/2017,1443.81
7/16/2015,25
11/15/2017,7356.61
12/7/2016,2342.5
12/27/2018,968.55
11/15/2017,20.95
12/19/2018,299.95
4/19/2018,1829.71
7/7/2015,959.75
3/25/2019,75
12/6/2019,5489.5
3/1/2016,987
1/18/2016,1993.4
6/9/2016,33.9
6/13/2019,809.5
12/5/2018,1229.75
1/25/2019,270.61
6/1/2018,824.7
10/9/2015,3145
10/12/2017,23.8
7/28/2016,2717.25
11/21/2015,695
8/5/2019,25.9
5/15/2017,75
12/6/2016,20242
9/23/2015,7139.1
10/19/2017,1602.5
7/28/2017,2119.72
6/1/2017,198.95
9/28/2015,269.1
12/4/2019,194.25
10/2/2017,188.95
10/23/2018,337.74
11/10/2016,594
4/20/2018,1157.7
6/13/2018,1055.84
12/28/2018,192.52
11/14/2016,64.83
12/3/2016,1895
2/6/2017,730.15
9/19/2017,0
9/13/2017,13788.86
9/8/2016,100
11/8/2016,59.8
8/21/2017,1095
11/7/2016,57
7/9/2019,1799.8
12/27/2017,1899.77
3/21/2018,38.67
12/17/2018,5414.52
10/21/2016,85.75
7/12/2018,1139.85
6/19/2018,0
9/28/2018,0
10/22/2019,191.66
4/22/2015,0
4/12/2017,398.85
12/21/2016,1092
5/24/2017,1314.81
1/16/2018,269.11
10/17/2016,1404
1/11/2018,3609.56
7/7/2015,749.41
11/17/2016,2007
4/1/2015,1424.4
3/2/2016,29152.5
3/29/2016,4311
1/13/2017,432
7/11/2019,2409.55
2/19/2016,169.65
1/4/2019,1097.85
5/9/2017,499.75
9/29/2016,1160
3/14/2019,239.95
11/8/2018,12.95
8/31/2016,5655
9/12/2017,5884.87
12/23/2019,9691.21
6/23/2018,4780.22
11/21/2015,5331.15
11/17/2017,449.95
7/30/2015,59.85
10/6/2015,264
4/19/2017,499.9
9/28/2017,42.96
10/11/2016,479
1/15/2019,540.15
5/13/2019,645.83
5/20/2019,4751.85
7/8/2019,489.85
10/23/2018,4799.6
10/13/2016,773
7/23/2015,35361.5
11/16/2017,1839.85
3/15/2016,697
7/3/2017,6522.94
8/5/2019,31.9
10/15/2019,561.84
1/25/2016,159.45
6/2/2017,10150.26
6/17/2016,1817.13
6/6/2018,4779.32
6/6/2017,2063.26
10/14/2016,1925
3/2/2016,5033
9/11/2017,2694.76
9/3/2015,4823
6/12/2015,4823
6/13/2019,0
10/19/2015,45
6/30/2015,1858
7/11/2017,47.85
8/30/2018,96.81
4/17/2015,1298
10/9/2019,2262.36
11/11/2019,668.22
8/2/2019,45.95
12/18/2017,3199.6
11/3/2016,159
7/24/2019,1815.75
1/16/2016,138.34
8/12/2016,5162
2/1/2019,1529.8
3/16/2018,206.34
10/11/2018,414.86
2/13/2019,55.86
12/1/2016,2175
6/13/2019,0
7/10/2018,29.95
2/22/2018,49636.99
8/14/2018,1079.85
2/2/2018,6344.46
8/30/2018,429.95
9/27/2018,107.86
7/30/2019,2044.76
6/10/2019,1239.35
1/26/2016,4247
2/4/2016,53.06
2/10/2016,2109
12/3/2015,462.79
7/30/2018,3981.61
6/17/2016,24
4/26/2018,0
12/2/2016,43197.5
10/21/2019,1280.48
10/31/2016,50
7/25/2016,499
6/6/2017,149.9
12/13/2017,59.85
8/31/2018,10.95
4/17/2019,179.7
9/26/2017,200
3/24/2016,785.75
10/29/2019,1399.8
6/1/2016,159.6
9/25/2019,2.84E-14
8/21/2019,1355.25
12/24/2018,0
9/13/2019,180.35
4/29/2016,2495
10/3/2017,258.95
11/26/2018,4699.42
12/26/2019,989.85
6/12/2019,59.61
4/20/2017,427.46
11/25/2017,1199.85
8/1/2018,0
12/12/2016,2793
11/21/2018,116.55
4/18/2018,985.91
10/20/2017,1401.42
1/16/2017,189.81
8/20/2019,1709.81
2/7/2018,696.91
3/22/2016,59.8
12/19/2016,3564
12/18/2019,0
2/11/2019,1157.91
5/24/2016,1375
4/14/2017,1199.85
8/8/2016,2533
4/8/2019,97.3
5/18/2018,282.55
11/25/2019,225
5/25/2016,5068.05
3/8/2017,79.8
12/14/2017,6838.87
7/31/2017,600
9/25/2019,64.75
1/18/2016,6348
3/14/2018,2929.64
12/28/2017,11.21
1/3/2018,779.85
2/28/2019,229.95
1/17/2019,3318.2
12/7/2017,3676.9
6/18/2016,1794
4/27/2016,449
7/18/2017,1347.56
4/24/2019,1059.85
2/28/2017,6029.2
6/21/2018,13736.24
12/22/2016,31416
12/18/2017,4196.84
5/7/2016,3192
4/18/2018,16.95
4/18/2015,1212.25
1/18/2016,30
9/13/2017,0
6/15/2015,1514
2/24/2016,426
1/7/2019,286.9
5/17/2018,0
2/12/2016,3535.25
10/7/2015,41.7
8/1/2016,1344
10/7/2017,3554.61
6/27/2016,14465
1/10/2017,180
3/22/2016,5290
9/14/2015,327
8/31/2016,12362
6/1/2017,31242.11
11/15/2017,9509.85
6/19/2019,3894.11
10/26/2018,-3.55E-15
